web-scraper-order,web-scraper-start-url,next,prod,prod-href,name,dis,price
"1696056700-336","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=15","Ноутбук LENOVO IdeaPad Gaming 3 G7 16IAH7 Intel Core i5-12450H (серый)","https://store.softline.ru/lenovo/82sa0087rk-415810/","Ноутбук LENOVO IdeaPad Gaming 3 G7 16IAH7 Intel Core i5-12450H (серый)","16in","97 844"
"1696056708-337","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion S7 G7 16IAH7 Intel Core i5-12500H (серый)","https://store.softline.ru/lenovo/82tf000srk-413745/","Ноутбук LENOVO Legion S7 G7 16IAH7 Intel Core i5-12500H (серый)","16in","137 086"
"1696056712-338","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 7 G7 16IAX7 Intel Core i9-12900HX (серый)","https://store.softline.ru/lenovo/82td000erk-416942/","Ноутбук LENOVO Legion 7 G7 16IAX7 Intel Core i9-12900HX (серый)","16in","445 240"
"1696056714-339","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 7 G7 16IAX7 Intel Core i7-12800HX (серый)","https://store.softline.ru/lenovo/82td005urk-416941/","Ноутбук LENOVO Legion 7 G7 16IAX7 Intel Core i7-12800HX (серый)","16in","333 720"
"1696056718-340","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 7 16IAX7 Intel Core i7-12800HX (серый)","https://store.softline.ru/lenovo/82td0009rk-421748/","Ноутбук LENOVO Legion 7 16IAX7 Intel Core i7-12800HX (серый)","16in","264 598"
"1696056721-341","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 7 16IAX7 Intel Core i7-12800HX (серый)","https://store.softline.ru/lenovo/82td000crk-421747/","Ноутбук LENOVO Legion 7 16IAX7 Intel Core i7-12800HX (серый)","16in","312 468"
"1696056725-342","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 Pro G7 16IAH7H Intel Core i9-12900H (серый)","https://store.softline.ru/lenovo/82rf00h9rk-430175/","Ноутбук LENOVO Legion 5 Pro G7 16IAH7H Intel Core i9-12900H (серый)","16in","232 190"
"1696056731-343","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 Pro G7 16IAH7H Intel Core i7-12700H (серый)","https://store.softline.ru/lenovo/82rf00h6rk-430174/","Ноутбук LENOVO Legion 5 Pro G7 16IAH7H Intel Core i7-12700H (серый)","16in","205 146"
"1696056735-344","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 Pro G7 16ARH7H AMD Ryzen 9 6900HX (серый)","https://store.softline.ru/lenovo/82rg000lru-414610/","Ноутбук LENOVO Legion 5 Pro G7 16ARH7H AMD Ryzen 9 6900HX (серый)","16in","232 720"
"1696056739-345","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 Pro G7 16ARH7H AMD Ryzen 7 6800H (серый)","https://store.softline.ru/lenovo/82rg000jru-414611/","Ноутбук LENOVO Legion 5 Pro G7 16ARH7H AMD Ryzen 7 6800H (серый)","16in","200 842"
"1696056743-346","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 Pro G7 16ARH7H AMD Ryzen 7 6800H (серый)","https://store.softline.ru/lenovo/82rg000qrk-412965/","Ноутбук LENOVO Legion 5 Pro G7 16ARH7H AMD Ryzen 7 6800H (серый)","16in","146 660"
"1696056748-347","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 Pro G7 16ARH7H AMD Ryzen 5 6600H (белый)","https://store.softline.ru/lenovo/82rg000uru-413579/","Ноутбук LENOVO Legion 5 Pro G7 16ARH7H AMD Ryzen 5 6600H (белый)","16in","146 660"
"1696056753-348","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 Pro 16ACH6H AMD Ryzen 7 5800H (серый)","https://store.softline.ru/lenovo/82jq00x8pb-424403/","Ноутбук LENOVO Legion 5 Pro 16ACH6H AMD Ryzen 7 5800H (серый)","16in","170 963"
"1696056756-349","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 Pro 16ACH6H AMD Ryzen 7 5800H (серый)","https://store.softline.ru/lenovo/82jq00qqmh-424402/","Ноутбук LENOVO Legion 5 Pro 16ACH6H AMD Ryzen 7 5800H (серый)","16in","179 380"
"1696056760-350","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 G7 15IAH7H Intel Core i7-12700H (серый)","https://store.softline.ru/lenovo/82rb00esrk-430172/","Ноутбук LENOVO Legion 5 G7 15IAH7H Intel Core i7-12700H (серый)","15.6in","157 670"
"1696056763-351","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 G7 15IAH7H Intel Core i7-12700H (серый)","https://store.softline.ru/lenovo/82rb00fbrk-430171/","Ноутбук LENOVO Legion 5 G7 15IAH7H Intel Core i7-12700H (серый)","15.6in","171 710"
"1696056766-352","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 G7 15IAH7H Intel Core i5-12500H (серый)","https://store.softline.ru/lenovo/82rb00errk-430173/","Ноутбук LENOVO Legion 5 G7 15IAH7H Intel Core i5-12500H (серый)","15.6in","137 150"
"1696056769-353","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 G7 15IAH7H Intel Core i5-12500H (серый)","https://store.softline.ru/lenovo/82rb0018ru-415817/","Ноутбук LENOVO Legion 5 G7 15IAH7H Intel Core i5-12500H (серый)","15.6in","155 182"
"1696056774-354","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 G7 15IAH7 Intel Core i7-12700H (серый)","https://store.softline.ru/lenovo/82rc0034rk-414390/","Ноутбук LENOVO Legion 5 G7 15IAH7 Intel Core i7-12700H (серый)","15.6in","125 934"
"1696056778-355","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 G7 15IAH7 Intel Core i7-12700H (серый)","https://store.softline.ru/lenovo/82rc000lru-414119/","Ноутбук LENOVO Legion 5 G7 15IAH7 Intel Core i7-12700H (серый)","15.6in","142 978"
"1696056781-356","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 G7 15IAH7 Intel Core i5-12500H (серый)","https://store.softline.ru/lenovo/82rc0031rk-412967/","Ноутбук LENOVO Legion 5 G7 15IAH7 Intel Core i5-12500H (серый)","15.6in","113 730"
"1696056785-357","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 G7 15ARH7H AMD Ryzen 7 6800H (серый)","https://store.softline.ru/lenovo/82rd009xrk-430176/","Ноутбук LENOVO Legion 5 G7 15ARH7H AMD Ryzen 7 6800H (серый)","15.6in","151 189"
"1696056788-358","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 G7 15ARH7H AMD Ryzen 7 6800H (серый)","https://store.softline.ru/lenovo/82rd000mrk-415813/","Ноутбук LENOVO Legion 5 G7 15ARH7H AMD Ryzen 7 6800H (серый)","15.6in","179 590"
"1696056791-359","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 G7 15ARH7H AMD Ryzen 7 6800H (серый)","https://store.softline.ru/lenovo/82rd000jru-414389/","Ноутбук LENOVO Legion 5 G7 15ARH7H AMD Ryzen 7 6800H (серый)","15.6in","189 164"
"1696056794-360","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=16","Ноутбук LENOVO Legion 5 G7 15ARH7H AMD Ryzen 5 6600H (серый)","https://store.softline.ru/lenovo/82rd000rrk-413581/","Ноутбук LENOVO Legion 5 G7 15ARH7H AMD Ryzen 5 6600H (серый)","15.6in","126 460"
"1696056802-361","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO ThinkPad T14 G3 Intel Core i5-1240P (черный)","https://store.softline.ru/lenovo/21ah007vpb-424392/","Ноутбук LENOVO ThinkPad T14 G3 Intel Core i5-1240P (черный)","14in","206 734"
"1696056805-362","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO ThinkPad T14 G3 Intel Core i5-1235U (черный)","https://store.softline.ru/lenovo/21ah0037pb-424393/","Ноутбук LENOVO ThinkPad T14 G3 Intel Core i5-1235U (черный)","14in","187 271"
"1696056808-363","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO ThinkPad L13 G3 AMD Ryzen 5 PRO 5675U (черный)","https://store.softline.ru/lenovo/21baa01ucd-423380/","Ноутбук LENOVO ThinkPad L13 G3 AMD Ryzen 5 PRO 5675U (черный)","13.3in","107 881"
"1696056812-364","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO ThinkPad L13 G2 Intel Core i7-1165G7 (черный)","https://store.softline.ru/lenovo/20vja2u6cd-423378/","Ноутбук LENOVO ThinkPad L13 G2 Intel Core i7-1165G7 (черный)","13.3in","145 682"
"1696056816-365","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO ThinkPad L13 G2 Intel Core i5-1135G7 (черный)","https://store.softline.ru/lenovo/20vja2u4cd-423377/","Ноутбук LENOVO ThinkPad L13 G2 Intel Core i5-1135G7 (черный)","13.3in","113 389"
"1696056818-366","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO ThinkPad L13 G2 Intel Core i5-1135G7 (черный)","https://store.softline.ru/lenovo/20vja2u5cd-423354/","Ноутбук LENOVO ThinkPad L13 G2 Intel Core i5-1135G7 (черный)","13.3in","122 030"
"1696056822-367","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO ThinkPad E15 G4 Intel Core i7-1255U (черный)","https://store.softline.ru/lenovo/21e6005wrt-424368/","Ноутбук LENOVO ThinkPad E15 G4 Intel Core i7-1255U (черный)","15.6in","144 661"
"1696056825-368","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO ThinkPad E15 G4 Intel Core i5-1235U (черный)","https://store.softline.ru/lenovo/21e60062rt-424365/","Ноутбук LENOVO ThinkPad E15 G4 Intel Core i5-1235U (черный)","15.6in","162 547"
"1696056827-369","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO ThinkPad E15 G4 AMD Ryzen 5 5625U (черный)","https://store.softline.ru/lenovo/21ed006mrt-424367/","Ноутбук LENOVO ThinkPad E15 G4 AMD Ryzen 5 5625U (черный)","15.6in","103 630"
"1696056830-370","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO ThinkPad E15 G4 AMD Ryzen 5 5625U (черный)","https://store.softline.ru/lenovo/21ed003lrt-423373/","Ноутбук LENOVO ThinkPad E15 G4 AMD Ryzen 5 5625U (черный)","15.6in","129 158"
"1696056834-371","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO ThinkPad E15 G3 AMD Ryzen 5 5500U (черный)","https://store.softline.ru/lenovo/20yg006puk-412145/","Ноутбук LENOVO ThinkPad E15 G3 AMD Ryzen 5 5500U (черный)","15.6in","86 271"
"1696056841-372","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO Thinkbook 16p G2 ACH AMD Ryzen 5 5600H (серый)","https://store.softline.ru/lenovo/20ym002wpb-424380/","Ноутбук LENOVO Thinkbook 16p G2 ACH AMD Ryzen 5 5600H (серый)","16in","179 380"
"1696056846-373","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO Thinkbook 15p IMH Intel Core i5-10300H (серый)","https://store.softline.ru/lenovo/20v30010ru-424409/","Ноутбук LENOVO Thinkbook 15p IMH Intel Core i5-10300H (серый)","15.6in","104 682"
"1696056850-374","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO Thinkbook 15 G4 IAP Intel Core i5-1235U (серый)","https://store.softline.ru/lenovo/21dj00d3pb-424382/","Ноутбук LENOVO Thinkbook 15 G4 IAP Intel Core i5-1235U (серый)","15.6in","140 453"
"1696056853-375","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO Thinkbook 15 G4 IAP Intel Core i5-1235U (серый)","https://store.softline.ru/lenovo/21dj00d2pb-424381/","Ноутбук LENOVO Thinkbook 15 G4 IAP Intel Core i5-1235U (серый)","15.6in","127 828"
"1696056856-376","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO Thinkbook 15 G4 IAP Intel Core i5-1235U (серый)","https://store.softline.ru/lenovo/21dj000lru-424374/","Ноутбук LENOVO Thinkbook 15 G4 IAP Intel Core i5-1235U (серый)","15.6in","126 776"
"1696056859-377","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO Thinkbook 15 G4 IAP Intel Core i5-1235U (серый)","https://store.softline.ru/lenovo/21dj001bru-424373/","Ноутбук LENOVO Thinkbook 15 G4 IAP Intel Core i5-1235U (серый)","15.6in","119 411"
"1696056862-378","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO Thinkbook 15 G4 IAP Intel Core i5-1235U (серый)","https://store.softline.ru/lenovo/21dj000cua-423364/","Ноутбук LENOVO Thinkbook 15 G4 IAP Intel Core i5-1235U (серый)","15.6in","129 590"
"1696056866-379","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO Thinkbook 15 G2 ITL Intel Core i5-1135G7 (серый)","https://store.softline.ru/lenovo/20ve00rspb-425748/","Ноутбук LENOVO Thinkbook 15 G2 ITL Intel Core i5-1135G7 (серый)","15.6in","107 839"
"1696056868-380","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO Thinkbook 15 G2 ITL Intel Core i3-1115G4 (серый)","https://store.softline.ru/lenovo/20ve00g4ru-424001/","Ноутбук LENOVO Thinkbook 15 G2 ITL Intel Core i3-1115G4 (серый)","15.6in","95 030"
"1696056872-381","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO Thinkbook 14 G4 IAP Intel Core i5-1235U (серый)","https://store.softline.ru/lenovo/21dh001aru-424372/","Ноутбук LENOVO Thinkbook 14 G4 IAP Intel Core i5-1235U (серый)","14in","126 776"
"1696056874-382","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO Thinkbook 14 G4 IAP Intel Core i3-1215U (серый)","https://store.softline.ru/lenovo/21dh0017ru-425755/","Ноутбук LENOVO Thinkbook 14 G4 IAP Intel Core i3-1215U (серый)","14in","106 786"
"1696056877-383","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO Legion S7 G7 16IAH7 Intel Core i7-12700H (серый)","https://store.softline.ru/lenovo/82tf0061rk-430178/","Ноутбук LENOVO Legion S7 G7 16IAH7 Intel Core i7-12700H (серый)","16in","169 551"
"1696056880-384","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=17","Ноутбук LENOVO Legion S7 G7 16IAH7 Intel Core i7-12700H (серый)","https://store.softline.ru/lenovo/82tf000vrk-416940/","Ноутбук LENOVO Legion S7 G7 16IAH7 Intel Core i7-12700H (серый)","16in","167 912"
"1696056887-385","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Трансформер LENOVO Yoga 6 G7 13ALC7 AMD Ryzen 5 5500U (темно-зеленый)","https://store.softline.ru/lenovo/82ud008urkx1-mbp02x1-434181/","Трансформер LENOVO Yoga 6 G7 13ALC7 AMD Ryzen 5 5500U (темно-зеленый)","13.3in","95 665"
"1696056889-386","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Трансформер LENOVO Yoga 6 G7 13ALC7 AMD Ryzen 5 5500U (темно-зеленый)","https://store.softline.ru/lenovo/82ud008urk-414375/","Трансформер LENOVO Yoga 6 G7 13ALC7 AMD Ryzen 5 5500U (темно-зеленый)","13.3in","93 215"
"1696056892-387","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO Yoga Slim 7 ProX 14IAH7 Intel Core i5-12500H (серый)","https://store.softline.ru/lenovo/82tk00bnru-421982/","Ноутбук LENOVO Yoga Slim 7 ProX 14IAH7 Intel Core i5-12500H (серый)","14.5in","198 212"
"1696056895-388","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO Yoga Slim 7 Pro 16ARH7 AMD Ryzen 7 6800HS (серый)","https://store.softline.ru/lenovo/82uw003kru-421746/","Ноутбук LENOVO Yoga Slim 7 Pro 16ARH7 AMD Ryzen 7 6800HS (серый)","16in","180 642"
"1696056898-389","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO Yoga Slim 7 Pro 16ARH7 AMD Ryzen 5 6600HS (серый)","https://store.softline.ru/lenovo/82uw003jru-421745/","Ноутбук LENOVO Yoga Slim 7 Pro 16ARH7 AMD Ryzen 5 6600HS (серый)","16in","158 864"
"1696056902-390","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук Lenovo V15 IML Core i5 10210U 8Gb SSD256Gb NVIDIA GeForce MX330 2Gb 15.6"" TN FHD (1920x1080) Free DOS grey WiFi BT Cam (82NB006EUE_RU)","https://store.softline.ru/lenovo/82nb006eue-ru-434841/","Ноутбук Lenovo V15 IML Core i5 10210U 8Gb SSD256Gb NVIDIA GeForce MX330 2Gb 15.6"" TN FHD (1920x1080) Free DOS grey WiFi BT Cam (82NB006EUE_RU)","15.6in","50 750"
"1696056906-391","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук Lenovo V15 G3 IAP Core i3 1215U 8Gb SSD512Gb Intel UHD Graphics 15.6"" TN FHD (1920x1080) noOS black WiFi BT Cam (82TT00A0RU)","https://store.softline.ru/lenovo/82tt00a0ru-434625/","Ноутбук Lenovo V15 G3 IAP Core i3 1215U 8Gb SSD512Gb Intel UHD Graphics 15.6"" TN FHD (1920x1080) noOS black WiFi BT Cam (82TT00A0RU)","15.6in","48 590"
"1696056908-392","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук Lenovo V15 G3 IAP Core i3 1215U 8Gb SSD256Gb Intel UHD Graphics 15.6"" TN FHD (1920x1080) noOS grey WiFi BT Cam (82TT009YRU)","https://store.softline.ru/lenovo/82tt009yru-434623/","Ноутбук Lenovo V15 G3 IAP Core i3 1215U 8Gb SSD256Gb Intel UHD Graphics 15.6"" TN FHD (1920x1080) noOS grey WiFi BT Cam (82TT009YRU)","15.6in","47 510"
"1696056912-393","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO V15 G3 ABA AMD Ryzen 5 5625U (черный)","https://store.softline.ru/lenovo/82tv0061ix-434234/","Ноутбук LENOVO V15 G3 ABA AMD Ryzen 5 5625U (черный)","15.6in","52 909"
"1696056916-394","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO V15 G3 ABA AMD Ryzen 3 5425U (черный)","https://store.softline.ru/lenovo/82tv0065ix-426338/","Ноутбук LENOVO V15 G3 ABA AMD Ryzen 3 5425U (черный)","15.6in","43 741"
"1696056919-395","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO V15 G2 ITL Intel Core i5-1135G7 (черный)","https://store.softline.ru/lenovo/82kb00nhpb-424376/","Ноутбук LENOVO V15 G2 ITL Intel Core i5-1135G7 (черный)","15.6in","79 958"
"1696056922-396","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO ThinkPad X13 G3 Intel Core i7-1280P (черный)","https://store.softline.ru/lenovo/21bn0011us-410966/","Ноутбук LENOVO ThinkPad X13 G3 Intel Core i7-1280P (черный)","13.3in","181 192"
"1696056926-397","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO ThinkPad X1 Nano G2 Intel Core i7-1260P (черный)","https://store.softline.ru/lenovo/21e80012us-410965/","Ноутбук LENOVO ThinkPad X1 Nano G2 Intel Core i7-1260P (черный)","13in","191 420"
"1696056929-398","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO ThinkPad X1 Carbon Gen 10 Intel Core i5-1240P (черный)","https://store.softline.ru/lenovo/21cb006prt-424396/","Ноутбук LENOVO ThinkPad X1 Carbon Gen 10 Intel Core i5-1240P (черный)","14in","247 239"
"1696056934-399","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO ThinkPad X1 Carbon G10 Intel Core i7-1260P (черный)","https://store.softline.ru/lenovo/21cb008prt-426154/","Ноутбук LENOVO ThinkPad X1 Carbon G10 Intel Core i7-1260P (черный)","14in","357 181"
"1696056937-400","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO ThinkPad X1 Carbon G10 Intel Core i7-1260P (черный)","https://store.softline.ru/lenovo/21cb0089rt-425757/","Ноутбук LENOVO ThinkPad X1 Carbon G10 Intel Core i7-1260P (черный)","14in","299 843"
"1696056941-401","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO ThinkPad T14s G3 Intel Core i7-1260P (черный)","https://store.softline.ru/lenovo/21br00dwrt-424390/","Ноутбук LENOVO ThinkPad T14s G3 Intel Core i7-1260P (черный)","14in","198 843"
"1696056944-402","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO ThinkPad T14s G3 Intel Core i7-1260P (черный)","https://store.softline.ru/lenovo/21br00drrt-424389/","Ноутбук LENOVO ThinkPad T14s G3 Intel Core i7-1260P (черный)","14in","247 239"
"1696056946-403","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO ThinkPad T14s G3 Intel Core i7-1260P (черный)","https://store.softline.ru/lenovo/21br00dxrt-424388/","Ноутбук LENOVO ThinkPad T14s G3 Intel Core i7-1260P (черный)","14in","242 505"
"1696056950-404","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO ThinkPad T14s G3 Intel Core i7-1255U (черный)","https://store.softline.ru/lenovo/21br0067au-421743/","Ноутбук LENOVO ThinkPad T14s G3 Intel Core i7-1255U (черный)","14in","194 635"
"1696056952-405","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO ThinkPad T14s G3 Intel Core i5-1240P (черный)","https://store.softline.ru/lenovo/21br00dvrt-424400/","Ноутбук LENOVO ThinkPad T14s G3 Intel Core i5-1240P (черный)","14in","194 109"
"1696056956-406","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO ThinkPad T14s G3 Intel Core i5-1235U (черный)","https://store.softline.ru/lenovo/21br0044au-421742/","Ноутбук LENOVO ThinkPad T14s G3 Intel Core i5-1235U (черный)","14in","171 489"
"1696056959-407","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO ThinkPad T14 G3 Intel Core i7-1260P (черный)","https://store.softline.ru/lenovo/21ah00bsus-412149/","Ноутбук LENOVO ThinkPad T14 G3 Intel Core i7-1260P (черный)","14in","173 593"
"1696056961-408","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=18","Ноутбук LENOVO ThinkPad T14 G3 Intel Core i7-1255U (черный)","https://store.softline.ru/lenovo/21ah00c3au-421750/","Ноутбук LENOVO ThinkPad T14 G3 Intel Core i7-1255U (черный)","14in","184 114"
"1696056968-409","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=19","Трансформер MSI A13MT-469XRU Intel Core i5-1340P (черный)","https://store.softline.ru/msi/9s7-14f111-469-430325/","Трансформер MSI A13MT-469XRU Intel Core i5-1340P (черный)","14in","162 547"
"1696056973-410","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=19","Ноутбук MSI Stealth 16 Studio A13VG-086RU Core i7 13700H 16Gb SSD2Tb NVIDIA GeForce RTX4070 8Gb 16"" IPS QHD+ (2560x1600) Windows 11 Home dk.blue WiFi BT Cam (9S7-15F212-086)","https://store.softline.ru/msi/9s7-15f212-086-430864/","Ноутбук MSI Stealth 16 Studio A13VG-086RU Core i7 13700H 16Gb SSD2Tb NVIDIA GeForce RTX4070 8Gb 16"" IPS QHD+ (2560x1600) Windows 11 Home dk.blue WiFi BT Cam (9S7-15F212-086)","16in","224 379"
"1696056977-411","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=19","Ноутбук MSI Pulse 17 B13VGK-813XRU Core i7 13700H 16Gb SSD1Tb NVIDIA GeForce RTX4070 8Gb 17.3"" IPS FHD (1920x1080) Free DOS grey WiFi BT Cam (9S7-17L531-813)","https://store.softline.ru/msi/9s7-17l531-813-434864/","Ноутбук MSI Pulse 17 B13VGK-813XRU Core i7 13700H 16Gb SSD1Tb NVIDIA GeForce RTX4070 8Gb 17.3"" IPS FHD (1920x1080) Free DOS grey WiFi BT Cam (9S7-17L531-813)","17.3in","226 790"
"1696056981-412","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=19","Ноутбук MSI Creator Z16 HX Studio B13VGTO-056RU Core i7 13700HX 32Gb SSD2Tb NVIDIA GeForce RTX4070 8Gb 16"" IPS QHD+ (2560x1600) Windows 11 Professional grey WiFi BT Cam (9S7-15G231-056)","https://store.softline.ru/msi/9s7-15g231-056-428913/","Ноутбук MSI Creator Z16 HX Studio B13VGTO-056RU Core i7 13700HX 32Gb SSD2Tb NVIDIA GeForce RTX4070 8Gb 16"" IPS QHD+ (2560x1600) Windows 11 Professional grey WiFi BT Cam (9S7-15G231-056)","16in","371 413"
"1696056984-413","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=19","Ноутбук MSI B13VGK-441RU Intel Core i7-13700H (серый)","https://store.softline.ru/msi/9s7-17l531-441-423239/","Ноутбук MSI B13VGK-441RU Intel Core i7-13700H (серый)","17.3in","221 293"
"1696056988-414","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=19","Ноутбук MSI B12V Intel Core i7-12650H (черный)","https://store.softline.ru/msi/9s7-158531-810-428916/","Ноутбук MSI B12V Intel Core i7-12650H (черный)","16in","159 577"
"1696056993-415","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=19","Ноутбук MSI B12U Intel Core i7-12650H (черный)","https://store.softline.ru/msi/9s7-158531-808-428917/","Ноутбук MSI B12U Intel Core i7-12650H (черный)","16in","144 720"
"1696056997-416","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=19","Ноутбук MSI A13VKT-227RU Intel Core i9-13980HX (серый)","https://store.softline.ru/msi/9s7-17n212-227-432559/","Ноутбук MSI A13VKT-227RU Intel Core i9-13980HX (серый)","17in","409 212"
"1696057000-417","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=19","Ноутбук MSI A13VJT-226RU Intel Core i7-13700HX (серый)","https://store.softline.ru/msi/9s7-17n212-226-432560/","Ноутбук MSI A13VJT-226RU Intel Core i7-13700HX (серый)","17in","353 053"
